product_id,product_code,product_name,category,subcategory,brand,brand_segment,unit_price,margin_pct,unit_cost
157,PROD_157,FamilyPlus Durable Towels 157,Textile,Towels,FamilyPlus,Budget,12.87,0.41,7.59
158,PROD_158,NovaHouse Durable Towels 158,Textile,Towels,NovaHouse,Premium,40.98,0.44,22.95
159,PROD_159,PrimeHouse Comfort Towels 159,Textile,Towels,PrimeHouse,Premium,30.14,0.38,18.69
160,PROD_160,PureLife Premium Towels 160,Textile,Towels,PureLife,Standard,68.06,0.36,43.56
161,PROD_161,CleanMax Essential Towels 161,Textile,Towels,CleanMax,Budget,28.74,0.32,19.54
162,PROD_162,PureLife Classic Towels 162,Textile,Towels,PureLife,Standard,25.57,0.43,14.57
163,PROD_163,UrbanHome Multi-Purpose Towels 163,Textile,Towels,UrbanHome,Premium,138.15,0.27,100.85
164,PROD_164,EcoLiving Professional Towels 164,Textile,Towels,EcoLiving,Budget,68.98,0.27,50.36
165,PROD_165,HomePro Smart Towels 165,Textile,Towels,HomePro,Standard,56.2,0.36,35.97
166,PROD_166,ComfortLine Advanced Towels 166,Textile,Towels,ComfortLine,Standard,38.02,0.27,27.75
167,PROD_167,GreenLeaf Professional Curtains 167,Textile,Curtains,GreenLeaf,Standard,27.83,0.31,19.2
168,PROD_168,HomePro Multi-Purpose Curtains 168,Textile,Curtains,HomePro,Standard,89.21,0.27,65.12
169,PROD_169,NovaHouse Essential Curtains 169,Textile,Curtains,NovaHouse,Premium,111.47,0.38,69.11
170,PROD_170,FreshWay Eco-Friendly Curtains 170,Textile,Curtains,FreshWay,Budget,58.44,0.35,37.99
171,PROD_171,BrightHome Advanced Curtains 171,Textile,Curtains,BrightHome,Standard,58.92,0.42,34.17
172,PROD_172,NovaHouse Comfort Curtains 172,Textile,Curtains,NovaHouse,Premium,27.89,0.34,18.41
173,PROD_173,UrbanHome Comfort Curtains 173,Textile,Curtains,UrbanHome,Premium,57.96,0.43,33.04
174,PROD_174,FreshWay Smart Curtains 174,Textile,Curtains,FreshWay,Budget,75.08,0.32,51.05
175,PROD_175,UrbanHome Organic Curtains 175,Textile,Curtains,UrbanHome,Premium,122.01,0.39,74.43
176,PROD_176,UrbanHome Compact Curtains 176,Textile,Curtains,UrbanHome,Premium,100.21,0.27,73.15
177,PROD_177,NovaHouse Essential Curtains 177,Textile,Curtains,NovaHouse,Premium,29.31,0.41,17.29
178,PROD_178,FamilyPlus Durable Curtains 178,Textile,Curtains,FamilyPlus,Budget,53.18,0.28,38.29
179,PROD_179,ComfortLine Multi-Purpose Curtains 179,Textile,Curtains,ComfortLine,Standard,97.79,0.33,65.52
180,PROD_180,ComfortLine Compact Blankets 180,Textile,Blankets,ComfortLine,Standard,52.24,0.3,36.57
181,PROD_181,UrbanHome Essential Blankets 181,Textile,Blankets,UrbanHome,Premium,58.45,0.39,35.65
182,PROD_182,PureLife Smart Blankets 182,Textile,Blankets,PureLife,Standard,99.9,0.45,54.95
183,PROD_183,CleanMax Lightweight Blankets 183,Textile,Blankets,CleanMax,Budget,16.34,0.27,11.93
184,PROD_184,HomePro Lightweight Blankets 184,Textile,Blankets,HomePro,Standard,23.65,0.36,15.14
185,PROD_185,NovaHouse Lightweight Blankets 185,Textile,Blankets,NovaHouse,Premium,79.65,0.3,55.76
186,PROD_186,UrbanHome Ergonomic Blankets 186,Textile,Blankets,UrbanHome,Premium,41.18,0.34,27.18
187,PROD_187,BrightHome Multi-Purpose Blankets 187,Textile,Blankets,BrightHome,Standard,88.74,0.33,59.46
188,PROD_188,NovaHouse Professional Blankets 188,Textile,Blankets,NovaHouse,Premium,26.69,0.37,16.81
189,PROD_189,DailyChoice Premium Blankets 189,Textile,Blankets,DailyChoice,Budget,13.88,0.35,9.02
190,PROD_190,BrightHome Compact Blankets 190,Textile,Blankets,BrightHome,Standard,107.82,0.35,70.08
191,PROD_191,NovaHouse Classic Blankets 191,Textile,Blankets,NovaHouse,Premium,97.03,0.39,59.19
192,PROD_192,UrbanHome Advanced Blankets 192,Textile,Blankets,UrbanHome,Premium,147.97,0.43,84.34
193,PROD_193,FreshWay Lightweight Pillows 193,Textile,Pillows,FreshWay,Budget,76.77,0.36,49.13
194,PROD_194,PureLife Multi-Purpose Pillows 194,Textile,Pillows,PureLife,Standard,89.87,0.28,64.71
195,PROD_195,ComfortLine Lightweight Pillows 195,Textile,Pillows,ComfortLine,Standard,19.82,0.38,12.29
196,PROD_196,HomePro Smart Pillows 196,Textile,Pillows,HomePro,Standard,80.73,0.32,54.9
197,PROD_197,HomePro Multi-Purpose Pillows 197,Textile,Pillows,HomePro,Standard,57.98,0.34,38.27
198,PROD_198,PrimeHouse Classic Pillows 198,Textile,Pillows,PrimeHouse,Premium,61.24,0.43,34.91
199,PROD_199,SmartHome Durable Pillows 199,Textile,Pillows,SmartHome,Standard,67.26,0.41,39.68
200,PROD_200,PrimeHouse Comfort Pillows 200,Textile,Pillows,PrimeHouse,Premium,26.27,0.44,14.71
201,PROD_201,EasyCare Durable Pillows 201,Textile,Pillows,EasyCare,Budget,71.02,0.28,51.13
202,PROD_202,GreenLeaf Organic Pillows 202,Textile,Pillows,GreenLeaf,Standard,51.96,0.33,34.81
203,PROD_203,FreshWay Eco-Friendly Pillows 203,Textile,Pillows,FreshWay,Budget,49.04,0.26,36.29
204,PROD_204,UrbanHome Organic Pillows 204,Textile,Pillows,UrbanHome,Premium,61.78,0.28,44.48
205,PROD_205,SmartHome Comfort Pillows 205,Textile,Pillows,SmartHome,Standard,70.73,0.25,53.05
206,PROD_206,PureLife Eco-Friendly Personal Care 206,Bathroom,Personal Care,PureLife,Standard,17.26,0.34,11.39
207,PROD_207,HomePro Lightweight Personal Care 207,Bathroom,Personal Care,HomePro,Standard,26.74,0.39,16.31
208,PROD_208,CleanMax Premium Personal Care 208,Bathroom,Personal Care,CleanMax,Budget,13.78,0.28,9.92
209,PROD_209,GreenLeaf Premium Personal Care 209,Bathroom,Personal Care,GreenLeaf,Standard,23.78,0.4,14.27
210,PROD_210,BrightHome Essential Personal Care 210,Bathroom,Personal Care,BrightHome,Standard,54.45,0.34,35.94
211,PROD_211,FreshWay Essential Personal Care 211,Bathroom,Personal Care,FreshWay,Budget,11.57,0.24,8.79
212,PROD_212,NovaHouse Essential Personal Care 212,Bathroom,Personal Care,NovaHouse,Premium,8.31,0.37,5.24
213,PROD_213,UrbanHome Premium Personal Care 213,Bathroom,Personal Care,UrbanHome,Premium,18.8,0.37,11.84
214,PROD_214,FamilyPlus Durable Personal Care 214,Bathroom,Personal Care,FamilyPlus,Budget,34.21,0.4,20.53
215,PROD_215,FamilyPlus Premium Personal Care 215,Bathroom,Personal Care,FamilyPlus,Budget,34.04,0.34,22.47
216,PROD_216,PrimeHouse Ergonomic Personal Care 216,Bathroom,Personal Care,PrimeHouse,Premium,26.83,0.26,19.85
217,PROD_217,NovaHouse Professional Personal Care 217,Bathroom,Personal Care,NovaHouse,Premium,51.64,0.3,36.15
218,PROD_218,FamilyPlus Eco-Friendly Personal Care 218,Bathroom,Personal Care,FamilyPlus,Budget,33.11,0.21,26.16
219,PROD_219,GreenLeaf Compact Bath Accessories 219,Bathroom,Bath Accessories,GreenLeaf,Standard,24.75,0.38,15.35
220,PROD_220,HomePro Essential Bath Accessories 220,Bathroom,Bath Accessories,HomePro,Standard,27.24,0.39,16.62
221,PROD_221,ComfortLine Comfort Bath Accessories 221,Bathroom,Bath Accessories,ComfortLine,Standard,34.73,0.3,24.31
222,PROD_222,FreshWay Organic Bath Accessories 222,Bathroom,Bath Accessories,FreshWay,Budget,9.25,0.25,6.94
223,PROD_223,SmartHome Professional Bath Accessories 223,Bathroom,Bath Accessories,SmartHome,Standard,25.56,0.29,18.15
224,PROD_224,UrbanHome Multi-Purpose Bath Accessories 224,Bathroom,Bath Accessories,UrbanHome,Premium,45.62,0.33,30.57
225,PROD_225,NovaHouse Compact Bath Accessories 225,Bathroom,Bath Accessories,NovaHouse,Premium,42.66,0.39,26.02
226,PROD_226,NovaHouse Modern Bath Accessories 226,Bathroom,Bath Accessories,NovaHouse,Premium,45.0,0.23,34.65
227,PROD_227,HomePro Advanced Bath Accessories 227,Bathroom,Bath Accessories,HomePro,Standard,44.67,0.29,31.72
228,PROD_228,CleanMax Durable Bath Accessories 228,Bathroom,Bath Accessories,CleanMax,Budget,12.5,0.37,7.88
229,PROD_229,FamilyPlus Modern Bath Accessories 229,Bathroom,Bath Accessories,FamilyPlus,Budget,15.02,0.26,11.11
230,PROD_230,FreshWay Multi-Purpose Bath Accessories 230,Bathroom,Bath Accessories,FreshWay,Budget,13.23,0.38,8.2
231,PROD_231,ComfortLine Durable Bath Accessories 231,Bathroom,Bath Accessories,ComfortLine,Standard,32.82,0.33,21.99
